country,iso_code,health,life_expec,total_fer,health_expenditure_pct_gdp,life_expectancy,physicians_per_1000,vaccination_dpt,social_schooling,security_apparatus,group_grievance,refugees_idps,external_intervention,inflation_log,hiv_prevalence_log,exports_log,tb_incidence_log,income_log,maternal_mortality_log,gdpp_log,imports_log,social_undernourishment_log,child_mortality_log,social_poverty_2_15_log,child_mort_log
New Zealand,NZL,10.1,80.9,2.17,8.97204113,81.4568292682927,2.889,93.0,97.41885,1.0999999999999996,4.1,1.1,1.1000000000000005,1.5539252025038417,0.09531017980432493,3.4436180975461075,2.186051276738094,10.382853468483827,2.0794415416798357,10.425282789490705,3.367295829986474,1.252762968495368,1.916922612182061,0.2750795213947188,1.9740810260220096
Niger,NER,5.16,58.8,7.49,4.45377159,58.693,0.026999999999999913,82.0,60.133309999999994,8.7,7.5,7.9,8.1,1.2669476034873244,0.262364264467491,3.1441522786722644,4.653960350157523,6.703188113240863,6.210600077024653,5.855071922202427,3.914021008090819,2.6878474937846906,4.850466541943434,4.115779842942166,4.820281565605037
Nigeria,NGA,5.07,60.5,5.84,3.34840417,51.94,0.42799999999999994,43.0,64.13783,9.9,9.9,7.5,6.0,4.653960350157523,1.0296194171811581,3.269568939183719,5.393627546352362,8.546946149565585,7.052721049232323,7.754052639035757,2.91235066461494,2.4932054526026954,4.784988612563928,3.6054978451748854,4.875197323201151
Norway,NOR,9.48,81.0,1.95,9.28297901,82.1,4.429,93.0,99.82749,2.5,3.7,1.9,1.2000000000000002,1.9387416595767009,0.09531017980432493,3.7062280924485496,2.066862759472976,11.03973275601109,1.0986122886681096,11.382828169079987,3.3843902633457743,1.252762968495368,1.33500106673234,0.09531017980432455,1.4350845252893227
Oman,OMN,2.7699999999999996,76.1,2.9,3.1374013400000003,79.03,2.162,99.0,93.88526,4.7,3.0,2.0,2.2,2.8094026953624978,0.09531017980432493,4.200204952921578,2.6390573296152584,10.721084386282662,2.772588722239781,9.867912187022208,3.742420221041966,2.0541237336955462,2.501435951739211,0.6495335482218811,2.5416019934645457
Pakistan,PAK,2.2,65.3,3.85,2.4889907800000004,65.374,0.818,69.0,65.75982,9.6,10.0,8.9,9.3,2.4765384001174837,0.09531017980432493,2.6741486494265287,5.602118820879701,8.361941906144946,5.356586274672012,6.947937068614969,3.0155349008501706,2.7212954278522306,4.359269647551265,2.884800712846709,4.533674184283021
Panama,PAN,8.1,77.8,2.62,6.91532087,77.365,1.588,80.0,90.58017,5.1,5.6,3.5,3.2,1.2781522025001875,0.6931471805599453,4.2626798770413155,3.970291913552122,9.642187721358466,3.912023005428146,8.997270906233448,4.37197629882038,2.0918640616783932,2.9069010598473755,2.0014800002101243,3.0301337002713233
Paraguay,PRY,5.87,74.1,2.73,6.62719059,73.415,1.2892656044790085,93.0,87.7094,6.5,5.9,2.2,4.4,1.9600947840472698,0.33647223662121295,4.027135812528651,4.007333185232471,8.89439598980643,4.2626798770413155,8.080546965824498,3.960813169597578,1.252762968495368,3.1654750481410856,1.667706820558076,3.2228678461377385
Peru,PER,5.08,77.9,2.54,4.90967321,75.26,1.307,88.0,92.54948,7.1,7.5,4.8,4.0,1.9035989509835904,0.33647223662121295,3.3603753871419,4.919980925828125,9.206432747145165,4.30406509320417,8.521384396034705,3.2108436531709366,1.840549633397487,2.9014215940827497,2.1972245773362196,3.0587070727153796
Philippines,PHL,3.61,69.0,3.16,3.70313668,69.311,0.589,80.0,95.36339,9.1,8.3,7.4,6.3,1.6524974018945473,0.09531017980432493,3.5779478934066544,6.304448802421981,8.630700432209832,4.672828834461906,7.664346632098617,3.6270040503958487,2.631888840136646,3.367295829986474,2.747270914255491,3.493472657771326
Poland,POL,7.46,76.3,1.4099999999999997,6.39059496,77.6024390243903,2.292,98.0,96.0052,2.3,4.4,2.8,2.7,0.9783261227936076,0.2154224633443263,3.716008121502189,3.1354942159291497,9.989711119284745,1.0986122886681096,9.441531454869693,3.763522997109702,1.252762968495368,1.791759469228055,0.4700036292457357,1.9459101490553132
Portugal,PRT,11.0,79.8,1.39,9.33570766,81.1219512195122,4.562,98.0,98.39988,1.5999999999999996,2.6,1.6,2.5,0.496523839055131,0.4700036292457356,3.4307561839036995,3.2188758248682006,10.211009016314167,2.4849066497880004,10.021315031649332,3.648057459593681,1.252762968495368,1.5260563034950492,0.5877866649021191,1.589235205116581
Qatar,QAT,1.8100000000000005,79.5,2.07,2.42293572,81.395,1.927,89.0,89.28562,2.5,4.6,1.7999999999999998,3.2,2.0769384114617173,0.09531017980432493,4.147885329150131,3.4339872044851463,11.736077016252437,1.945910149055313,11.160541302448653,3.2108436531709366,1.4003399147657025,2.2082744135228043,0.6125221924281667,2.302585092994046
Romania,ROU,5.58,73.7,1.59,5.0276823,74.909756097561,2.69,94.0,86.27801,3.5,6.8,2.7,4.1,1.5107219394949425,0.09531017980432493,3.5145260669691587,4.605170185988092,9.787009914477434,2.9444389791664403,9.015662792972645,3.6838669122903918,1.252762968495368,2.388762789235098,2.2925347571405443,2.5257286443082556
Russian Federation,RUS,5.08,69.2,1.57,5.1820941,70.7436585365854,4.12,97.0,94.3729,9.1,9.3,5.7,5.9,2.7212954278522306,0.21118973327819518,3.407841924380824,4.2626798770413155,10.047631185616188,2.833213344056216,9.278092474027002,3.095577608523707,1.252762968495368,2.2925347571405443,0.33647223662121295,2.3978952727983707
Rwanda,RWA,10.5,64.6,4.51,6.98448992,65.088,0.08899999999999975,98.0,98.84059,6.2,8.8,7.9,7.8,1.2837077723447896,1.4586150226995167,2.5649493574615367,4.23410650459726,7.208600337960199,5.71042701737487,6.335054251498059,3.4339872044851463,3.6402142821326553,3.9160150266976834,4.192680462942962,4.168214410788556
Samoa,WSM,6.47,71.5,4.34,6.36147165,71.142,0.32899999999999996,78.0,96.01723,5.2,4.5,2.1,8.6,1.000631880307906,0.5522433583947757,3.407841924380824,2.484906649788001,8.594339400592892,4.672828834461906,8.146419323098003,3.9908341858524357,1.6863989535702288,2.970414465569701,1.7047480922384253,2.990719731730447
Saudi Arabia,SAU,4.29,75.1,2.96,5.15800905,77.116,2.371,98.0,97.28258,6.4,7.4,4.6,4.8,2.9014215940827497,0.09531017980432493,3.92395157629342,2.5649493574615367,10.723289410218579,2.1972245773362196,9.867912187022208,3.5263605246161616,1.308332819650179,2.3608540011180215,0.8536938987776506,2.8154087194227095
Senegal,SEN,5.66,64.0,5.06,4.38962269,66.001,0.20740000000000003,89.0,73.74412,6.2,6.3,7.800000000000001,6.5,1.0473189942805592,0.33647223662121295,3.254242968705492,5.14166355650266,7.687538766201629,5.924255797414532,6.90875477931522,3.720862499966987,2.4932054526026954,4.001863709427935,3.9945242269398897,4.216562194946349
Serbia,SRB,10.4,74.7,1.4,8.85966778,75.3365853658537,3.03,93.0,96.24177,6.0,8.1,7.0,6.6,1.9286186519452522,0.09531017980432493,3.5234150143864045,3.6375861597263857,9.44943600950432,2.6390573296152584,8.596189197642735,3.8897773964808264,1.252762968495368,2.028148247292285,2.2925347571405443,2.151762203259462
Seychelles,SYC,3.4,73.4,2.17,4.43609142,73.2292682926829,1.849,99.0,94.46217,6.6,4.5,3.1,7.5,-1.6505798557652753,0.48778715112554566,4.551769409260976,2.5649493574615367,9.923339198238729,3.8501476017100584,9.287394001418473,4.6913478822291435,1.7749523509116738,2.740840023925201,0.9555114450274363,2.7343675094195836
Sierra Leone,SLE,13.099999999999998,55.0,5.2,15.11886978,54.281,0.16021072004818437,83.0,95.11907,4.8,6.2,8.2,7.8,2.9014215940827497,0.9555114450274363,2.8791984572980396,6.1224928095143865,7.107425474110705,6.71174039505618,5.991464547107982,3.56953269648137,3.186352633162641,4.919250732294404,4.001863709427935,5.081404364984463
Singapore,SGP,3.96,82.7,1.1499999999999997,3.87132597,82.4951219512195,2.15,96.0,99.69504,1.5999999999999996,3.1,1.1,1.7000000000000002,-0.04497336564273113,0.09531017980432493,5.303304908059076,3.871201010907891,11.185823192802378,2.302585092994046,10.74937727911096,5.1647859739235145,1.3117363582371215,1.308332819650179,0.3702606542319309,1.33500106673234
Slovak Republic,SVK,8.79,75.5,1.43,6.86543369,76.8121951219512,3.43,97.0,83.89503,2.3,5.9,2.0,3.3,0.3954147722546628,0.09531017980432493,4.3476939555933765,2.1400661634962708,10.134638955251866,1.791759469228055,9.717218213494077,4.366912996863833,1.9021075263969205,1.9878743481543455,0.6418538861723948,2.0794415416798357
Slovenia,SVN,9.41,79.5,1.57,8.58487225,81.0780487804878,2.775,95.0,98.14499,2.1000000000000005,3.9,1.4,2.3,-0.6866259635696796,0.09531017980432493,4.178992036282385,2.272125885509337,10.264687244346277,1.945910149055313,10.060534035475412,4.157319361383489,1.252762968495368,1.308332819650179,0.0,1.4350845252893227
Solomon Islands,SLB,8.55,61.7,4.24,4.88962364,68.984,0.18100000000000005,77.0,70.22557,6.4,6.5,4.9,8.0,2.0554049638515948,0.09531017980432493,3.9180050771056933,4.927253685157205,7.484930283289661,4.997212273764115,7.1631723908466425,4.409155302062135,2.995732273553991,3.2733640101522705,3.0917123578978285,3.370738174177447
South Africa,ZAF,8.94,54.3,2.59,7.87136555,63.184,0.74,85.0,84.35479,5.3,5.5,5.9,3.1,1.9947003132247452,2.9601050959108397,3.3877743613300146,6.976348070447749,9.392745258631441,5.093750200806762,8.893023494394711,3.3463891451671604,2.0014800002101243,3.7062280924485496,3.3638415951183864,4.001863709427935
South Korea,KOR,6.93,80.1,1.23,6.24487352,81.7219512195122,2.21,99.0,95.3693,2.1000000000000005,3.4,1.5,5.4,1.425515074273172,0.2443980930681549,3.919991175077323,4.454347296253507,10.322230781590136,2.0794415416798357,10.003378135350923,3.8543938925915096,1.252762968495368,1.5260563034950492,0.26236426446749106,1.62924053973028
Spain,ESP,9.54,81.9,1.37,9.1512289,83.2292682926829,3.781,97.0,99.47472,3.3,5.8,1.7000000000000002,2.2,0.14842000511827336,0.33647223662121295,3.2771447329921766,2.5649493574615367,10.389026137075234,1.6094379124341,10.332050506334692,3.3250360206965914,1.252762968495368,1.4816045409242156,0.6418538861723948,1.5686159179138452
Sri Lanka,LKA,2.9400000000000004,74.4,2.2,3.46786141,75.757,0.807,99.0,97.26222,7.9,9.3,8.2,6.4,3.169685580677429,0.09531017980432493,3.0252910757955354,4.31748811353631,9.054972284742485,3.1780538303479458,7.941295570906532,3.3250360206965914,1.9600947840472698,2.322387720290225,1.5686159179138452,2.501435951739211
Saint Vincent and the Grenadines,VCT,4.47,71.6,2.07,4.17431307,70.355,1.4711601556953948,98.0,90.44287,5.762684099522423,5.113661062782071,3.4884128391748273,6.093533957575807,1.6937790608678513,0.6931471805599453,3.32862668882732,1.7227665977411033,9.202409001649903,4.174387269895637,8.737292112544221,4.062165663857866,1.7227665977411035,2.954910279033736,1.2079846209755363,3.077312260546414
Sudan,SDN,6.32,66.3,4.88,5.67619705,63.99,0.3959999999999999,94.0,56.31639,9.5,9.7,10.0,9.8,3.0252910757955354,0.09531017980432493,3.0301337002713233,4.553876891600541,8.12296471523406,5.736572297479192,7.300472814267799,2.9014215940827497,2.2407096892759584,4.1956970564823886,2.4069451083182885,4.3528552573736015
Suriname,SUR,7.01,70.3,2.52,4.52127838,70.33,1.006,71.0,86.34084,5.4,5.8,3.0,6.2,2.1041341542702074,0.9555114450274363,3.979681653901961,3.6375861597263857,9.561067663645012,4.795790545596741,9.024131268455035,3.673765816303888,2.1972245773362196,3.095577608523707,2.0022890905391537,3.2228678461377385
Sweden,SWE,9.63,81.5,1.98,11.07212639,82.2536585365854,4.109,98.0,99.46083,2.1000000000000005,1.2999999999999998,2.3,1.0,0.6886370250820593,0.09531017980432493,3.8543938925915096,2.174751721484161,10.666650414667744,1.791759469228055,10.860939421415225,3.730501128804756,1.252762968495368,1.3609765531356006,0.4054651081081644,1.3862943611198906
Switzerland,CHE,11.5,82.2,1.52,10.6751194,83.1975609756098,4.125,96.0,93.77291,1.4000000000000004,3.6,2.1,1.2999999999999998,0.275356422761144,0.18232155679395468,4.174387269895637,1.9740810260220096,10.92415631759022,1.945910149055313,11.219909190927746,3.9945242269398897,1.252762968495368,1.667706820558076,0.0,1.704748092238425
Tajikistan,TJK,5.98,69.6,3.51,6.6654973,69.697,1.727,97.0,97.68778,6.8,7.3,4.8,6.4,2.6026896854443837,0.18232155679395468,2.766319109226186,4.812184355372417,7.65491704784832,3.091042453358316,6.6052979209482015,4.087655574071304,2.970414465569701,3.5263605246161616,2.6602595372658615,3.977810745966149
Tanzania,TZA,6.01,59.3,5.43,4.01492071,63.364,0.06000000000000005,97.0,83.32041,5.5,5.7,6.4,7.3,2.327277705584417,1.7047480922384253,2.9806186357439426,5.793013608384144,7.645397699428633,6.12029741895095,6.555356891810665,3.40452517175483,3.095577608523707,4.048300623720694,3.960813169597578,4.289088639014612
Thailand,THA,3.88,76.6,1.55,3.68448091,76.279,0.45300000000000007,99.0,95.34190227630228,8.9,8.5,6.0,4.3,1.6253112615903906,0.9162907318741551,4.212127597878484,5.123963979403259,9.510519035757246,3.5553480614894135,8.533263371593732,4.123903364463645,2.2192034840549946,2.5877640352277083,0.18232155679395468,2.766319109226186
Timor-Leste,TLS,9.12,71.1,6.23,7.59958553,65.027,0.6779999999999999,77.0,91.41095,7.7,6.5,6.8,8.7,3.3141860046725258,0.18232155679395468,1.1631508098056806,6.182084906716632,7.523481312573497,5.793013608384144,8.188966863648876,3.3603753871419,2.760009940032921,4.141546163706395,3.8066624897703196,4.152613470346076
Togo,TGO,7.65,58.7,4.87,4.90473413,58.776,0.04699999999999993,84.0,90.31769,7.0,4.5,7.1,6.5,0.7793248768009976,1.2237754316221157,3.7184382563554808,4.204692619390966,7.099201743553092,6.19644412779452,6.192362489474872,4.065602093356446,3.044522437723423,4.365643155423357,4.138361447638875,4.514150787600923
Tonga,TON,5.07,69.9,3.91,5.19583178,71.721,0.8228108479085339,98.0,85.94145,6.095350686484444,5.875451123936104,4.072138411292169,6.282234928456199,1.5432981099295553,0.43451801524041056,2.5952547069568657,2.5649493574615367,8.513385953073284,4.394449154672439,8.174984532943087,4.115779842942166,2.0948796971827535,2.5726122302071057,1.6094379124341003,2.91235066461494
Tunisia,TUN,6.21,76.9,2.14,6.45006084,74.784,1.253,98.0,97.80391,7.8,7.8,4.1,6.9,1.572773928062509,0.09531017980432493,3.9415818076696905,3.871201010907891,9.249657234353133,3.7612001156935624,8.328692583545568,4.030694535145645,1.3609765531356006,2.9601050959108397,0.5306282510621703,2.91235066461494
Türkiye,TUR,6.74,78.2,2.15,4.32517862,76.452,1.738,96.0,94.56716,7.7,9.0,7.5,5.0,2.080690761080268,0.2597193061911079,3.0633909220278057,3.1780538303479458,9.798182590890704,3.044522437723423,9.278092474027002,3.2771447329921766,1.252762968495368,2.70805020110221,0.6931471805599454,3.0007198150650303
Turkmenistan,TKM,2.5,67.9,2.83,4.25741673,69.001,2.002,98.0,94.51130787406524,6.8,7.1,3.9,4.6,1.1969481893889715,0.3846565932327497,4.3476939555933765,4.127134385045092,9.204422898212146,1.945910149055313,8.398634855292102,3.817712325956905,1.5260563034950492,3.7819143200811256,0.9548758534487309,4.143134726391533
Uganda,UGA,9.01,56.8,6.15,5.33653069,63.057,0.09699999999999998,85.0,95.49324,7.6,8.7,8.8,8.3,2.451005098112319,2.066862759472976,2.89591193827178,5.313205979041787,7.340186835320115,5.7430031878094825,6.39024066706535,3.3877743613300146,3.2108436531709366,4.11414718951828,4.11251186617755,4.406719247264253
Ukraine,UKR,7.72,70.4,1.44,7.19506168,71.803,2.936,23.0,91.66472,7.9,7.0,4.4,9.1,2.667228206581955,0.38539505912353794,3.8732821771117156,4.7535901911063645,8.964567702601611,2.995732273553991,7.9966538754626075,3.9531649487593215,1.252762968495368,2.379546134130174,0.0,2.5416019934645457
United Arab Emirates,ARE,3.66,76.5,1.87,3.53405499,81.99,2.232,99.0,90.21069,3.1000000000000005,3.9,2.2,2.8999999999999995,2.6026896854443837,0.09531017980432493,4.365643155423357,0.7419373447293776,10.961295207644392,1.3862943611198904,10.463131911491967,4.168214410788556,1.5040773967762742,2.186051276738094,0.0,2.2617630984737906
United Kingdom,GBR,9.64,80.3,1.92,9.97686195,81.3048780487805,2.738,95.0,99.89948,2.5,5.6,2.4,1.2000000000000002,0.9439058989071284,0.18232155679395468,3.374168709274236,2.484906649788001,10.49684202174171,2.302585092994046,10.568775236216993,3.459466289786131,1.252762968495368,1.7047480922384253,0.33647223662121295,1.824549292051046
United States,USA,17.9,78.7,1.93,16.1415844,78.8414634146341,3.516592855317785,95.0,93.2305,2.8,5.0,2.1,1.1000000000000005,0.7975071958841881,0.20606298253098365,2.5952547069568657,1.4586150226995165,10.807725945886109,2.8903717578961645,10.78727575364831,2.8213788864092133,1.252762968495368,2.0541237336955462,0.832909122935104,2.1162555148025524
Uruguay,URY,8.35,76.4,2.08,8.038908,77.194,4.008,95.0,96.62933,3.7,3.0,1.9,2.8999999999999995,1.776645831418007,0.2477514690772245,3.3068867021909143,3.5263605246161616,9.746892220313054,2.833213344056216,9.38437770918244,3.2733640101522705,1.252762968495368,2.33214389523559,0.18232155679395468,2.451005098112319
Uzbekistan,UZB,5.81,68.8,2.34,4.43092394,70.973,2.39,99.0,94.09132,7.6,7.6,6.0,5.1,2.8622008809294686,0.1596004534231904,3.487375077903208,4.406719247264253,8.352554369474591,3.4965075614664802,7.2305631534092925,3.3843902633457743,1.252762968495368,3.104586678466073,1.1136590595074702,3.6189933266497696
Vanuatu,VUT,5.25,63.0,3.5,3.64018846,70.043,0.16899999999999982,86.0,79.84105,6.4499072223308165,6.7831467702865895,5.571976581913231,6.905891438030878,1.2864740258376797,0.09531017980432493,3.8628327612373745,4.499809670330265,7.989899374942939,4.709530201312334,7.9966538754626075,3.983413001514819,2.128231705849268,2.9856819377004897,3.2846635654062037,3.407841924380824
Venezuela,VEN,4.91,75.4,2.47,4.855492499912256,72.837,1.664,78.0,91.56032,6.5,7.3,4.8,4.3,3.848017675452234,0.4054651081081644,3.3843902633457743,3.4011973816621555,9.711176264112805,4.897839799950911,9.510519035757246,2.9231615807191558,1.252762968495368,2.9601050959108397,1.4702383520281674,2.89591193827178
Vietnam,VNM,6.84,73.1,1.95,4.69078779,73.886,0.783,95.0,97.96511,5.1,6.5,4.7,5.1,2.5726122302071057,0.33647223662121295,4.290459441148391,5.327876168789581,8.409830673087738,4.0943445622221,7.1785454837637,4.396915247167632,2.2300144001592104,3.1354942159291497,1.4816045409242156,3.190476350346503
Yemen,YEM,5.18,67.5,4.67,5.8377471,68.003,0.27,70.0,85.43356,10.0,9.4,9.1,9.5,3.202746442938317,0.09531017980432493,3.4339872044851463,3.784189633918261,8.407601514786142,4.90527477843843,7.1785454837637,3.5667118201397288,2.562314105495968,3.906004933102583,3.535145354171894,4.048300623720694
Zambia,ZMB,5.89,52.0,5.4,3.82924223,60.109,0.09000000000000008,86.0,86.61205,5.0,5.7,6.9,6.6,2.70805020110221,2.557227311367626,3.6375861597263857,6.008813185442595,8.0959035329611,5.1647859739235145,7.2868764117507,3.462606009790799,3.6454498961866,4.152613470346076,4.232656178019613,4.432006566978902
